Restaurant_Name,City,Restaurant_ID,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Country_Code
21 Gun Salute,Gurgaon,4398,Yes,Yes,No,1
Backyard Underground,Gurgaon,18336483,Yes,No,No,1
Bikanervala,Gurgaon,496,No,Yes,No,1
Chin Chin,Gurgaon,4133,Yes,Yes,No,1
Domino's Pizza,Gurgaon,5065,No,No,No,1
Eggjactly,Gurgaon,313393,No,No,No,1
Gola Sizzlers,Gurgaon,5052,Yes,No,No,1
Hunter Valley,Gurgaon,18128900,Yes,No,No,1
Jungle Jamboree,Gurgaon,309339,Yes,No,No,1
McDonald's,Gurgaon,5104,No,Yes,No,1
My Bar Headquarters By Dockyard,Gurgaon,18254529,Yes,No,No,1
Punjabi by Nature,Gurgaon,17953909,Yes,Yes,No,1
Sandys Cocktails & Kitchen,Gurgaon,310203,Yes,Yes,No,1
Sense Of Spirits,Gurgaon,18238250,Yes,No,No,1
Starbucks,Gurgaon,305272,No,No,No,1
Swagath,Gurgaon,1851,Yes,No,No,1
The Old School Brew House,Gurgaon,18446415,Yes,No,No,1
Barcelos,Gurgaon,18261703,Yes,No,No,1
Boombox Brewstreet,Gurgaon,18241517,Yes,No,No,1
BRONX Bar Exchange,Gurgaon,18252386,No,No,No,1
Djinggs,Gurgaon,18281955,No,No,No,1
Downtown - Diners & Living Beer Cafe,Gurgaon,4959,No,No,No,1
Drifters Cafe,Gurgaon,18037822,No,No,No,1
Gung The Palace,Gurgaon,3575,Yes,Yes,No,1
Magadh and Awadh,Gurgaon,18273972,Yes,Yes,No,1
Mamagoto,Gurgaon,8430,Yes,Yes,No,1
Molecule Air Bar,Gurgaon,18157413,Yes,No,No,1
Nagai,Gurgaon,18422475,No,No,No,1
PitStop BrewPub,Gurgaon,18435794,Yes,No,No,1
The Classroom,Gurgaon,18429166,Yes,No,No,1
buí©no,Gurgaon,18264995,No,Yes,No,1
Bottles and Barrels,Gurgaon,18025114,Yes,No,No,1
A One Rasoi,Gurgaon,310799,No,No,No,1
Angeethi,Gurgaon,306719,No,No,No,1
Burger Point,Gurgaon,18285721,No,No,No,1
Cafe Coffee Day,Gurgaon,598,No,No,No,1
Cake Castle,Gurgaon,300066,No,Yes,No,1
CHA,Gurgaon,18396412,No,No,No,1
Chai Point,Gurgaon,18249121,No,Yes,No,1
Fees - The Cloud Kitchen,Gurgaon,18241877,No,No,No,1
Food Ka Mood,Gurgaon,310461,No,Yes,No,1
Frozen Factory,Gurgaon,18385781,No,No,No,1
Goli Vada Pav No. 1,Gurgaon,18360098,No,Yes,No,1
Green Chick Chop,Gurgaon,300491,No,No,No,1
Harichatni.com,Gurgaon,307678,No,No,No,1
Kk Chaap Express,Gurgaon,18352295,No,No,No,1
Latenight.in,Gurgaon,18451594,No,Yes,No,1
Mitran Da Junction,Gurgaon,18391176,No,No,No,1
Mogambo Kitchen,Gurgaon,313456,No,No,No,1
Mother Ringlet,Gurgaon,304518,No,No,No,1
Sna-X Point,Gurgaon,6896,No,No,No,1
Wow! Momo,Gurgaon,18441701,No,No,No,1
Yashna,Gurgaon,4154,No,Yes,No,1
Twigly,Gurgaon,18376925,No,Yes,No,1
Bakers Oven,Gurgaon,2180,No,Yes,No,1
Dilli 6 On Wheels,Gurgaon,18224532,No,Yes,No,1
La Pino'z Pizza,Gurgaon,18356357,Yes,Yes,No,1
LeanBodyMeals,Gurgaon,18175268,No,Yes,No,1
Om Sweets & Snacks,Gurgaon,5004,No,Yes,No,1
Tasty Tweets,Gurgaon,308617,No,Yes,No,1
The Kathi Rolls,Gurgaon,304351,No,Yes,No,1
Bite N Sip,Gurgaon,18354655,No,No,No,1
Burger Joint,Gurgaon,18391141,No,No,No,1
Dilli Light,Gurgaon,18492062,No,No,No,1
Love Desserts,Gurgaon,18324806,No,No,No,1
Flying Cakes,Gurgaon,18354665,No,Yes,No,1
Bikkgane Biryani,Gurgaon,309543,Yes,Yes,No,1
Cafeast,Gurgaon,18419875,No,No,No,1
Yomo-Your Only Momo Outlet,Gurgaon,18358189,No,No,No,1
Afghan Indian,Gurgaon,18352250,No,No,No,1
Al Fanoos,Gurgaon,18435789,No,No,No,1
Alwar Sweets & Namkeen,Gurgaon,308199,No,No,No,1
Baskin Robbins,Gurgaon,18393717,No,No,No,1
Bisht Food Court,Gurgaon,18458642,No,No,No,1
Burj Al Arab,Gurgaon,18458635,No,No,No,1
Chinese Chilli Sizllers,Gurgaon,18447121,No,No,No,1
Costa Coffee,Gurgaon,18313136,No,No,No,1
Costa Coffee,Gurgaon,18358175,No,No,No,1
Desi Bites,Gurgaon,18357944,No,No,No,1
Fresh Food,Gurgaon,18384132,No,No,No,1
Kwality Restaurant,Gurgaon,18458643,No,No,No,1
Kwality Wall's Swirl's,Gurgaon,18292436,No,No,No,1
Nehra's Food Point,Gurgaon,18345759,No,No,No,1
Orange Food Cart,Gurgaon,18352657,No,No,No,1
Royal Sweets,Gurgaon,18458637,No,No,No,1
Shree Annapurna,Gurgaon,18352655,No,No,No,1
Underground Restaurant,Gurgaon,18458641,No,No,No,1
Midnight Sutra,Gurgaon,304142,No,Yes,No,1
Paddy's - The Grub Grill,Gurgaon,18433016,No,Yes,No,1
Sugar Rush By Saiba,Gurgaon,312683,No,No,No,1
Bamboo House,Gurgaon,18037824,No,Yes,No,1
Burger Unlimited Kitchen,Gurgaon,303848,No,Yes,No,1
Cafeteria Point,Gurgaon,18273536,No,Yes,No,1
Choudhary Gohana Famous Jalebi,Gurgaon,18291450,No,No,No,1
Curry N' Tandoor,Gurgaon,18345780,No,No,No,1
Dawat-e-Ishq,Gurgaon,18303712,No,Yes,No,1
Delish Bake N Choc,Gurgaon,309021,No,No,No,1
Flavours,Gurgaon,306477,No,No,No,1
Om Sweets & Snacks,Gurgaon,18303698,No,Yes,No,1
Om Sweets,Gurgaon,18381664,No,Yes,No,1
Raj Restaurant,Gurgaon,18161601,No,No,No,1
Tasha's Artisan Foods,Gurgaon,18279913,No,No,No,1
Urban Kitchen,Gurgaon,18268733,No,Yes,No,1
Nite Bites,Gurgaon,18204811,No,Yes,No,1
Apna Dabba,Gurgaon,18476542,No,No,No,1
BiBo's Kitchen,Gurgaon,18279459,No,No,No,1
Burger Point,Gurgaon,18409216,No,No,No,1
Cherry Crossing Foods,Gurgaon,313408,No,No,No,1
Chinese Fast Food,Gurgaon,18345770,No,No,No,1
Chinese Food,Gurgaon,18499475,No,No,No,1
Chop Shop,Gurgaon,18034069,No,No,No,1
Dhara,Gurgaon,18396431,No,No,No,1
Foody Goody,Gurgaon,18392211,No,No,No,1
Kehar Sweets And Snacks,Gurgaon,18291213,No,No,No,1
Muskan Chicken Biryani,Gurgaon,18350136,No,No,No,1
Shakes Cakes 'n' More,Gurgaon,310454,No,No,No,1
Shri Sai Kirpa Food,Gurgaon,18446413,No,No,No,1
Sufiya Hotel,Gurgaon,18499471,No,No,No,1
The Breakfast Bite,Gurgaon,18124387,No,No,No,1
Veg Hut,Gurgaon,18499459,No,No,No,1
Raj Restaurant,Gurgaon,894,No,Yes,No,1
Burger Hut,Gurgaon,5079,No,No,No,1
Dancing Turkeys,Gurgaon,18289241,No,No,No,1
The Pack King,Gurgaon,18352682,No,No,No,1
Bikaner Misthan Bhandar,Gurgaon,18352658,No,No,No,1
Zizo,Gurgaon,18241896,Yes,Yes,No,1
Grill King Kabab & Curries,Gurgaon,18363062,No,Yes,No,1
Aarush - A Mediterranean Kitchen,Gurgaon,18380197,No,No,No,1
Blossoms 4 U,Gurgaon,18472639,No,Yes,No,1
Breakfast@60,Gurgaon,18351822,No,No,No,1
Bunny Burgers,Gurgaon,18388168,No,Yes,No,1
Curry Haus,Gurgaon,18472449,No,Yes,No,1
Droolfi,Gurgaon,18314053,No,No,No,1
Earthen Spices,Gurgaon,300654,No,No,No,1
FatPlates,Gurgaon,18144467,No,No,No,1
Food4U!,Gurgaon,18332527,No,Yes,No,1
Ghar Ki Handi,Gurgaon,18423797,No,No,No,1
Giani,Gurgaon,18265424,No,No,No,1
Great Desserts Company,Gurgaon,311534,No,No,No,1
Green Chick Chop,Gurgaon,18124345,No,No,No,1
Mughlai Treat,Gurgaon,5190,No,No,No,1
Munch,Gurgaon,310235,No,Yes,No,1
New Spice World,Gurgaon,18251519,No,No,No,1
Pure Bliss,Gurgaon,6764,No,No,No,1
Puskar Raj Momos & Chinese Corner,Gurgaon,18345767,No,No,No,1
Sai-Yo!,Gurgaon,313401,No,Yes,No,1
Shanghai Cafe,Gurgaon,307398,No,Yes,No,1
The Blaze,Gurgaon,309763,Yes,No,No,1
Ullu Delivers,Gurgaon,18439540,No,Yes,Yes,1
Yomo-Your Only Momo Outlet,Gurgaon,5011,No,No,No,1
Dimsum Democracy,Gurgaon,18265720,No,No,No,1
Midnight Hunger,Gurgaon,18444356,No,No,No,1
The Punjab Kitchen,Gurgaon,18419894,No,Yes,No,1
Too Maach,Gurgaon,18254541,No,Yes,No,1
Apni Rasoi,Gurgaon,18393709,No,No,No,1
Bala Ji Sweets Corner,Gurgaon,18421493,No,No,No,1
Barista,Gurgaon,18464628,No,No,No,1
Biryani Express,Gurgaon,18398590,No,No,No,1
Cafe #22hours,Gurgaon,18476986,No,No,No,1
Cake Innovation,Gurgaon,312560,No,No,No,1
Chawla'sŒ_,Gurgaon,18391166,No,No,No,1
China Gathering,Gurgaon,18464624,No,No,No,1
Chinese Hot Express,Gurgaon,18464616,No,No,No,1
Cookingo,Gurgaon,18393725,No,No,No,1
Firefly,Gurgaon,18438453,No,No,No,1
Foodie Xpress,Gurgaon,18365603,No,No,No,1
Go! Dimsum,Gurgaon,18388039,No,No,No,1
Kanha North & South Indian Veg.,Gurgaon,18495252,No,No,No,1
Kings Kulfi,Gurgaon,18421502,No,No,No,1
Lassi Cafe,Gurgaon,18464630,No,No,No,1
Marwadi Khana,Gurgaon,18335897,No,No,No,1
Nukkadwala,Gurgaon,5935,No,No,No,1
Ravi Fast Food,Gurgaon,18421476,No,No,No,1
Shivalik Tiffin Corner,Gurgaon,305140,No,No,No,1
Street Food By Punjab Grills,Gurgaon,18464618,No,No,No,1
Sweet Ginger Bakery,Gurgaon,18464626,No,No,No,1
The Rolling Stove,Gurgaon,18261727,No,No,No,1
Vijeta's Happy Kitchen,Gurgaon,18319384,No,No,No,1
Chawla'sŒ_,Gurgaon,306540,No,No,No,1
Chy - Na Express,Gurgaon,304524,No,Yes,No,1
Kwality,Gurgaon,2087,No,No,No,1
Brother's Snacks and Shakes,Gurgaon,18439516,No,Yes,Yes,1
Ginger Garlic,Gurgaon,5588,No,Yes,No,1
Arabicaa 9,Gurgaon,311975,No,No,No,1
Burger Xpress,Gurgaon,6897,No,No,No,1
Dilli Light,Gurgaon,313122,No,Yes,No,1
KB's Kulfi & Icecream,Gurgaon,306976,No,Yes,No,1
MyLoveBiryani.Com,Gurgaon,308191,No,No,No,1
Tandoori Adda,Gurgaon,18336484,No,Yes,No,1
Tiffins 4 U,Gurgaon,312665,No,No,No,1
Cafe Cup of Life,Gurgaon,18357570,No,Yes,No,1
DCK- Dana Choga's Kitchen,Gurgaon,310829,No,Yes,No,1
Kishu Di Hatti Sweets,Gurgaon,9852,No,No,No,1
KC Bakers,Gurgaon,18357912,No,Yes,No,1
Sham Sweets,Gurgaon,311455,No,No,No,1
Bake Cuddle,Gurgaon,18398839,No,No,No,1
Gopala,Gurgaon,1920,No,No,No,1
Halki Aanch,Gurgaon,358,No,Yes,No,1
New Sukh Sagar,Gurgaon,5080,No,No,No,1
Sweets Corner,Gurgaon,1655,No,No,No,1
Minus5degree,Gurgaon,18397469,No,No,No,1
Qureshi's Kabab Corner,Gurgaon,1654,No,No,No,1
Delicious Food Corner,Gurgaon,18462602,No,No,No,1
Firangi Bake,Gurgaon,18479007,No,No,No,1
Kettle & Kegs,Gurgaon,18409187,No,Yes,No,1
The Daily,Gurgaon,18357945,No,No,No,1
Burger Singh,Gurgaon,313085,No,Yes,No,1
Captain Bill$ Deliverz,Gurgaon,307502,No,Yes,Yes,1
Chaayos,Gurgaon,18237318,No,Yes,No,1
Chai Point,Gurgaon,18336504,No,Yes,No,1
Cyber Adda 24,Gurgaon,18277212,No,No,No,1
Desi Thaat,Gurgaon,18411846,No,Yes,No,1
Doughlicious,Gurgaon,300938,No,Yes,No,1
Dunkin' Donuts,Gurgaon,309466,No,Yes,No,1
Gulshan Dhaba,Gurgaon,303606,No,No,No,1
Karari Kurry,Gurgaon,18441175,No,Yes,No,1
Moti Mahal Delux,Gurgaon,18292438,Yes,Yes,No,1
Needs Gourmet,Gurgaon,301383,Yes,No,No,1
Rao's Meeting Point,Gurgaon,310500,No,No,No,1
Sadabahar Hotel,Gurgaon,6867,No,No,No,1
Sagar Ratna,Gurgaon,301310,No,Yes,No,1
Shri Ram Restaurant,Gurgaon,18232128,No,No,No,1
Shri Ram Restaurant,Gurgaon,4820,No,No,No,1
Subway,Gurgaon,306883,No,Yes,No,1
Subway,Gurgaon,4817,No,Yes,No,1
Sugarcraft Patisserie,Gurgaon,18423106,No,No,No,1
Tea Halt,Gurgaon,18161567,No,Yes,No,1
The Golden Dragon,Gurgaon,303003,Yes,Yes,No,1
The Spice Room,Gurgaon,309033,Yes,Yes,No,1
The Tongue Twister,Gurgaon,18258571,No,No,No,1
56 Fresca,Gurgaon,18322684,Yes,Yes,No,1
BreakfastBay,Gurgaon,18261309,No,Yes,No,1
Cafe Maple Street,Gurgaon,304192,No,Yes,No,1
Fat Lulu's,Gurgaon,18381235,No,Yes,No,1
Fat Monk,Gurgaon,18365865,No,Yes,No,1
First Eat,Gurgaon,18282037,No,No,No,1
Flying Tuk Tuk,Gurgaon,18415385,Yes,No,No,1
FreshMenu,Gurgaon,18180062,No,Yes,No,1
Little Skillet,Gurgaon,18368007,No,No,No,1
PKay,Gurgaon,18383504,Yes,No,No,1
Shama Chicken Corner,Gurgaon,17977749,No,No,No,1
Starbucks,Gurgaon,312684,No,No,No,1
Tandoori Nation,Gurgaon,18303696,No,Yes,No,1
Truffle Tangles,Gurgaon,303174,No,No,No,1
Domino's Pizza,Gurgaon,6877,No,No,No,1
KB's Icecream & Kulfis,Gurgaon,306975,No,Yes,No,1
Wah Ji Wah,Gurgaon,18014135,No,No,No,1
The Brewhouse,Gurgaon,18306533,Yes,No,No,1
Boozer's,Gurgaon,18441539,Yes,No,No,1
Cheffy's,Gurgaon,18340217,No,No,No,1
Cake Point,Gurgaon,18246068,No,Yes,No,1
Shyam Sweets,Gurgaon,304564,No,No,No,1
Uma Foodies' Hut,Gurgaon,312265,No,No,No,1
AK Your Food,Gurgaon,18378807,No,No,No,1
Freshnfit.in,Gurgaon,18205653,No,No,No,1
Shri Ram Bhojnalaya,Gurgaon,18458345,No,No,No,1
Special O-cake-sions,Gurgaon,311428,No,No,No,1
Tasteful Biryani,Gurgaon,18435818,No,No,No,1
Bikanervala,Gurgaon,313316,No,Yes,No,1
Indian Grill Room,Gurgaon,7528,Yes,Yes,No,1
Oriental Fusion,Gurgaon,1216,Yes,Yes,No,1
Purani Dilli's Al Karam Kebab House,Gurgaon,305662,No,Yes,No,1
Rollmaal,Gurgaon,305792,No,Yes,No,1
Speedy Chow,Gurgaon,305776,Yes,Yes,No,1
Arabian Nites,Gurgaon,18355106,No,Yes,No,1
Giani's,Gurgaon,308274,No,Yes,No,1
Giani,Gurgaon,3538,No,Yes,No,1
Juste Miam,Gurgaon,18420450,No,Yes,No,1
Patiala Shahi,Gurgaon,306401,No,Yes,No,1
The Kathis,Gurgaon,18257542,No,Yes,No,1
Wai Yu Mun Ching,Gurgaon,9290,Yes,Yes,No,1
Bernardo's,Gurgaon,301499,Yes,Yes,No,1
Biryani Art,Gurgaon,18025103,Yes,Yes,No,1
Nosh,Gurgaon,18424627,No,Yes,No,1
Tandoor Express,Gurgaon,18403465,No,Yes,No,1
Tandoori KnockOuts,Gurgaon,18372668,No,Yes,No,1
Udaipuri,Gurgaon,18224536,No,Yes,No,1
Begonia,Gurgaon,18128902,No,No,No,1
Cakes & Muffins,Gurgaon,18138454,No,No,No,1
Halki Aanch,Gurgaon,4602,No,Yes,No,1
Hungry Gopal,Gurgaon,18341082,No,No,No,1
Kuzo,Gurgaon,18382055,No,No,No,1
Lovecrumbs Bakery,Gurgaon,18391189,No,No,No,1
Organic Express,Gurgaon,311837,No,Yes,No,1
Pizza Hut,Gurgaon,254,No,Yes,No,1
Roti Te Boti,Gurgaon,308113,No,Yes,No,1
Behrouz Biryani,Gurgaon,18365890,No,Yes,No,1
Cafí© Burger BC,Gurgaon,18354631,No,Yes,No,1
Dilli Darbar,Gurgaon,18336214,No,Yes,No,1
Fu.D,Gurgaon,18265365,No,Yes,No,1
Jarfull,Gurgaon,18363405,No,Yes,No,1
Mochamania,Gurgaon,18322661,No,No,No,1
Mukhtalif Biryanis,Gurgaon,18261725,No,Yes,No,1
Mummy's Kitchen,Gurgaon,18157408,No,No,No,1
Ovenstory Pizza,Gurgaon,18429378,No,Yes,No,1
The Godinho's,Gurgaon,18439519,No,No,No,1
Kujay's Spoon,Gurgaon,18433295,No,No,No,1
Lily Food's,Gurgaon,18391171,No,No,No,1
Mutton Mewar,Gurgaon,18400489,No,No,No,1
Tasty But Healthy,Gurgaon,18411599,No,No,No,1
Teddy Choco Studio,Gurgaon,18265082,No,No,No,1
Chin Chow,Gurgaon,313275,No,No,No,1
Cafe Sante,Gurgaon,18343001,No,No,No,1
Mughal Dine-Esty,Gurgaon,18377905,Yes,Yes,No,1
Nuterro,Gurgaon,18406140,No,Yes,No,1
Sandburg Shakes,Gurgaon,18472606,No,Yes,No,1
The Millionaire Express,Gurgaon,18451577,No,Yes,No,1
Ammu's South Indian Restaurant,Gurgaon,312540,No,No,No,1
Elma's Delivers,Gurgaon,18386419,No,No,No,1
Faasos,Gurgaon,18412886,No,Yes,No,1
Foodrath,Gurgaon,18421029,No,No,No,1
Hyderabad House,Gurgaon,18332044,No,Yes,No,1
Kake Da Hotel,Gurgaon,18306553,No,Yes,No,1
Mitraao,Gurgaon,309451,No,Yes,No,1
PomoDoro Bistro,Gurgaon,18203171,No,Yes,No,1
Shri Shyam Ji Ke Mashhoor Chhole Bhature,Gurgaon,312570,No,No,No,1
Spice Aangan Express,Gurgaon,18273621,No,No,No,1
Subway,Gurgaon,305919,No,No,No,1
Swaad Ka Khazana,Gurgaon,304520,No,No,No,1
The Toddy Shop,Gurgaon,18292458,No,Yes,No,1
Truffles,Gurgaon,4215,No,Yes,No,1
Cafe Bonkerz,Gurgaon,18360143,No,Yes,No,1
Wrapchick,Gurgaon,18423890,No,Yes,No,1
WoW - Vada Pav & More,Gurgaon,312555,No,Yes,No,1
Me Kong Bowl,Gurgaon,18420454,No,Yes,No,1
Palmyra - The Bristol Hotel,Gurgaon,3961,Yes,No,No,1
Shanghai Bar & Lounge - The Bristol Hotel,Gurgaon,3288,Yes,No,No,1
Zaffran - The Bristol Hotel,Gurgaon,7231,Yes,No,No,1
Zaffran - The Claremont,Gurgaon,18291211,Yes,No,No,1
Clove - The Galgotias,Gurgaon,5768,Yes,No,No,1
Green Leaf,Gurgaon,304276,Yes,No,No,1
Tokyo,Gurgaon,304279,Yes,No,No,1
Cigar Lounge - The Oberoi,Gurgaon,5717,No,No,No,1
Melange - The Pllazio Hotel,Gurgaon,7496,Yes,No,No,1
Qureshi's Kabab Corner,Gurgaon,309377,No,No,No,1
EEST - The Westin Gurgaon,Gurgaon,5042,Yes,No,No,1
Prego - The Westin Gurgaon,Gurgaon,5044,Yes,No,No,1
Seasonal Tastes - The Westin Gurgaon,Gurgaon,5046,Yes,No,No,1
Xiao Chi - The Westin Sohna Resort & Spa,Gurgaon,310700,Yes,No,No,1
The Living Room - The Westin Sohna Resort & Spa,Gurgaon,310699,No,No,No,1
The Bar - Trident Gurgaon,Gurgaon,2711,No,No,No,1
Konomi - Trident Gurgaon,Gurgaon,2710,No,No,No,1
L'Opera,Gurgaon,18285736,No,Yes,No,1
Town Hall,Gurgaon,18291200,Yes,No,No,1
Whisky Samba,Gurgaon,18291198,Yes,No,No,1
Chokola,Gurgaon,18446404,No,No,No,1
Citrus Cafe - Lemon Tree Hotel,Gurgaon,6690,No,No,No,1
Green Hut,Gurgaon,306032,No,No,No,1
My Plate,Gurgaon,18216898,No,No,No,1
PiccoLicko,Gurgaon,310487,No,Yes,No,1
Pind Balluchi,Gurgaon,18352277,No,Yes,No,1
Raj Xpresso,Gurgaon,4185,No,No,No,1
Riders Hub,Gurgaon,18374686,Yes,No,No,1
Shivani Catering Services,Gurgaon,310870,No,No,No,1
The Diet Kitchen,Gurgaon,18435802,No,Yes,No,1
The Gr8 Taste of India,Gurgaon,311788,No,Yes,No,1
World Art Cafe,Gurgaon,312301,No,No,No,1
XLNC Bakers,Gurgaon,18175242,No,No,No,1
Adventure Food,Gurgaon,18350142,No,No,No,1
Baba Da Dhaba,Gurgaon,18463967,No,No,No,1
Bandhani Fast Food,Gurgaon,18463954,No,No,No,1
Bhai Ji Dhaba,Gurgaon,18463969,No,No,No,1
Bikaner Sweets,Gurgaon,18350144,No,No,No,1
Cafe Coffee Day,Gurgaon,18466414,No,No,No,1
Cake 24x7,Gurgaon,18332976,No,Yes,Yes,1
Chaayos,Gurgaon,18412860,No,Yes,No,1
Chauhan Hotel,Gurgaon,18391133,No,No,No,1
Costa Coffee,Gurgaon,18311952,No,No,No,1
Dheeraj Vaishno Dhaba,Gurgaon,18350138,No,No,No,1
Domino's Pizza,Gurgaon,313078,No,No,No,1
Food Ka Adda,Gurgaon,18265716,No,No,No,1
iKitchen,Gurgaon,18382370,No,Yes,No,1
Knights Kitchen,Gurgaon,18421451,No,No,No,1
Ku-Kukdu-Ku,Gurgaon,18427204,No,No,No,1
Mogambo Kitchen,Gurgaon,18352171,No,No,No,1
Noore-e-Seva,Gurgaon,18458633,No,No,No,1
Premier Bite,Gurgaon,18306504,No,No,No,1
Renu Sweets & Restaurant,Gurgaon,18458319,No,No,No,1
Street Foods by Punjab Grill,Gurgaon,18463955,No,No,No,1
Tpot,Gurgaon,18337883,No,Yes,No,1
Uttrakhand Bohra Bhojnalaya & Fast Food,Gurgaon,18391145,No,No,No,1
Uttrakhand Dhaba,Gurgaon,18277216,No,No,No,1
Tea Halt,Gurgaon,312592,No,Yes,No,1
Dunkin' Donuts,Gurgaon,9273,No,Yes,No,1
Indian Bistro Company,Gurgaon,309134,No,No,No,1
Department of Food and Social Affair,Gurgaon,18458638,No,No,No,1
Tpot,Gurgaon,18337882,No,Yes,No,1
Anaaj,Gurgaon,18237342,No,No,No,1
Au Bon Pain,Gurgaon,18383550,No,No,No,1
Cafe Coffee Day,Gurgaon,302243,No,No,No,1
Cafe Friends,Gurgaon,18294576,No,No,No,1
Chinese Bistro,Gurgaon,18233603,No,No,No,1
Dunkin' Donuts,Gurgaon,304182,No,No,No,1
Madras Coffee House,Gurgaon,18396424,No,No,No,1
McDonald's,Gurgaon,9967,No,No,No,1
Nukkadwala,Gurgaon,18350125,No,No,No,1
Salad Chef,Gurgaon,302248,No,Yes,No,1
Subway,Gurgaon,310531,No,No,No,1
Tea Halt,Gurgaon,312708,No,Yes,No,1
The Kachori Co.,Gurgaon,18175288,No,No,No,1
Urban Dhaba,Gurgaon,18124368,No,Yes,No,1
A Piece of Paris,Gurgaon,18371415,No,Yes,No,1
Chaayos,Gurgaon,305687,No,Yes,No,1
Doughlicious,Gurgaon,309642,No,No,No,1
Eggers Madhouse,Gurgaon,18273546,No,Yes,No,1
Live Wok,Gurgaon,18349911,Yes,No,No,1
Orange Chopsticks,Gurgaon,300652,Yes,Yes,No,1
Pizzoccheri,Gurgaon,302239,Yes,No,No,1
Creamy Innovation,Gurgaon,18458317,No,No,No,1
Dosa Republic,Gurgaon,18237348,No,No,No,1
Giani's,Gurgaon,18311959,No,No,No,1
Chai Point,Gurgaon,309308,No,Yes,No,1
Latitude - Vivanta By Taj,Gurgaon,301559,Yes,No,No,1
Thai Pavilion - Vivanta By Taj,Gurgaon,301562,Yes,No,No,1
3H Kitchen,Gurgaon,311480,No,No,No,1
Manish Sweets & Bakers,Gurgaon,303866,No,No,No,1
Oasis Kitchen,Gurgaon,4188,No,No,No,1
Ramchandra Chinese Food,Gurgaon,311844,No,Yes,No,1
Sona Chinese,Gurgaon,308681,No,No,No,1
The Pastry Hut,Gurgaon,2817,No,Yes,No,1
Aggarwal Sweets & Restaurant,Gurgaon,5927,No,No,No,1
Bhoomika,Gurgaon,301734,No,No,No,1
FoodZilla,Gurgaon,309851,No,Yes,No,1
Goli Vada Pav No. 1,Gurgaon,300097,No,Yes,No,1
Indo Chinese,Gurgaon,18466966,No,No,No,1
Kathi Junction,Gurgaon,306524,No,Yes,No,1
Romi da Dhaba,Gurgaon,1453,No,Yes,No,1
Shamji Snacks,Gurgaon,1451,No,No,No,1
The Lunch Break,Gurgaon,300082,No,No,No,1
Veg O Non,Gurgaon,313479,No,No,No,1
Alwar Sweets,Gurgaon,9122,No,No,No,1
Bakers Oven,Gurgaon,3559,No,Yes,No,1
Burgzz Bee,Gurgaon,18265678,No,Yes,No,1
Chinese Corner,Gurgaon,2165,No,Yes,No,1
Iroha,Gurgaon,6769,No,No,No,1
Chaudhary Burfi Wala,Gurgaon,18441791,No,No,No,1
Curry 'n' Phulka,Gurgaon,1454,No,Yes,No,1
Wah Ji Wah,Gurgaon,6775,No,Yes,No,1
Woods Spice,Gurgaon,306043,Yes,No,No,1
Mocha,Guwahati,2100712,No,No,No,1
Terra Mayaa Restaurant and Lounge,Guwahati,2100478,No,No,No,1
The Basement Cafí©,Guwahati,18384506,No,No,No,1
Strawberry Fields,Guwahati,2100108,No,No,No,1
Brooklyn Blues,Guwahati,2100921,No,No,No,1
Confucius,Guwahati,2100565,No,No,No,1
The Woking Mama,Guwahati,2100870,No,No,No,1
Underdoggs Sports Bar & Grill,Guwahati,2100861,No,No,No,1
The Zouq : Resto-Cafe,Guwahati,18381932,No,No,No,1
BrewBakes,Guwahati,18397909,No,No,No,1
Barbeque Nation,Guwahati,2100702,No,No,No,1
Yo! China,Guwahati,2100101,No,No,No,1
4 Seasons,Guwahati,2100322,No,No,No,1
11th Avenue Cafe Bistro,Guwahati,2100784,No,No,No,1
Cafí© Riverrun,Guwahati,2100849,No,No,No,1
Fat Belly,Guwahati,18480196,No,No,No,1
The Corner Cafe,Guwahati,2100719,No,No,No,1
Chung Fa,Guwahati,2100676,No,No,No,1
Shanghai Salsa,Guwahati,2100074,No,No,No,1
Three Guys,Guwahati,18224282,No,No,No,1
Ziya,Guwahati,2100776,No,No,No,1
Exotica,Hyderabad,90744,Yes,Yes,No,1
AB's - Absolute Barbecues,Hyderabad,18452864,No,No,No,1
Chili's,Hyderabad,97824,Yes,Yes,No,1
The Fisherman's Wharf,Hyderabad,18443506,Yes,No,No,1
Chili's,Hyderabad,90847,No,Yes,No,1
Pine & Dine,Hyderabad,18280329,Yes,Yes,No,1
Jonathan's Kitchen - Holiday Inn Express & Suites,Hyderabad,96626,Yes,No,No,1
AB's - Absolute Barbecues,Hyderabad,94286,No,No,No,1
Coní_u,Hyderabad,96776,No,No,No,1
Dock Forty Five,Hyderabad,18418733,No,No,No,1
Mocha Bar,Hyderabad,18418730,Yes,No,No,1
Olive Bistro,Hyderabad,93766,Yes,Yes,No,1
Prost Brew Pub,Hyderabad,18356469,Yes,No,No,1
United Kitchens of India,Hyderabad,97503,Yes,No,No,1
Heart Cup Coffee,Hyderabad,92577,No,Yes,No,1
Churrolto,Hyderabad,18307251,No,No,No,1
The Grand Trunk Road,Hyderabad,18313013,No,Yes,No,1
Sahibäó»s Barbeque by Ohriäó»s,Hyderabad,18312984,Yes,No,No,1
KYRO,Indore,1401756,No,No,No,1
